
;Dato mensual;Tasa de variación anual;Acumulado del año;Tasa de variación del acumulado;2020M05;;;;;
   (125) Reino Unido;15.393;-50,82;3.724.096;1,48;
   (126) Alemania;108.999;12,77;4.465.935;-2,17;
   (132) Suiza;5.846;-21,74;466.505;-18,02;
   (154) Rusia;716;-1,94;120.057;218,14;
   Países nórdicos;7.139;-11,47;776.018;-19,83;
   Resto de Europa;14.601;-15,84;1.143.162;4,45;
   Resto del mundo;8.634;90,46;468.130;30,04;
2019M10;;;;;
   TOTAL (1+2);1.395.986;-5,16;15.910.487;-0,30;
   1. ESPAÑA (otras ccaa);170.874;-9,00;2.537.392;2,38;
   2. EXTRANJERO;1.225.112;-4,59;13.373.095;-0,79;
   (103) Bélgica;14.348;-3,18;253.157;-1,65;
   (110) Francia;64.544;7,62;742.866;5,45;
   (115) Italia;30.074;-8,24;717.666;-3,07;
   (121) Países Bajos;48.976;-28,93;656.832;-3,40;
   (125) Reino Unido;341.040;3,53;3.708.702;1,93;
   (126) Alemania;463.744;-12,14;4.356.936;-2,49;
   (132) Suiza;45.604;-39,61;460.659;-17,97;
   (154) Rusia;...;...;...;...;
   Países nórdicos;69.636;-3,27;768.879;-19,90;
   Resto de Europa;81.538;8,61;1.128.560;4,77;
   Resto del mundo;60.952;157,20;459.496;29,27;
2019M09;;;;;
   TOTAL (1+2);2.305.176;-0,78;14.514.501;0,19;
   1. ESPAÑA (otras ccaa);298.494;2,32;2.366.518;3,31;
   2. EXTRANJERO;2.006.683;-1,23;12.147.983;-0,39;
   (103) Bélgica;35.971;-1,37;238.809;-1,55;
   (110) Francia;90.372;3,06;678.321;5,25;
   (115) Italia;103.504;-10,08;687.592;-2,83;
   (121) Países Bajos;76.738;-23,55;607.856;-0,52;
   (125) Reino Unido;605.734;12,36;3.367.663;1,77;
   (126) Alemania;645.333;-4,77;3.893.192;-1,20;
   (132) Suiza;63.149;-27,25;415.055;-14,60;
   (154) Rusia;...;...;...;...;
   Países nórdicos;107.170;-27,43;699.243;-21,25;
   Resto de Europa;183.466;12,89;1.047.023;4,49;
   Resto del mundo;66.497;-4,45;398.544;20,13;
2019M08;;;;;
   TOTAL (1+2);2.723.935;-1,24;12.209.325;0,38;
   1. ESPAÑA (otras ccaa);466.878;1,36;2.068.025;3,45;
   2. EXTRANJERO;2.257.057;-1,76;10.141.300;-0,23;
   (103) Bélgica;41.270;5,68;202.838;-1,59;
   (110) Francia;161.920;10,68;587.950;5,60;
   (115) Italia;192.227;0,09;584.088;-1,42;
   (121) Países Bajos;108.931;-15,60;531.118;4,01;
   (125) Reino Unido;647.471;-4,54;2.761.928;-0,30;
   (126) Alemania;589.499;-6,46;3.247.859;-0,46;
   (132) Suiza;62.106;-0,18;351.906;-11,85;
   (154) Rusia;...;...;...;...;
   Países nórdicos;101.938;-17,99;592.073;-20,02;
   Resto de Europa;217.496;-0,40;863.557;2,86;
   Resto del mundo;89.691;35,72;332.047;26,65;
2019M07;;;;;
   TOTAL (1+2);2.790.355;-1,45;9.485.390;0,85;
   1. ESPAÑA (otras ccaa);446.251;11,13;1.601.147;4,08;
   2. EXTRANJERO;2.344.104;-3,53;7.884.243;0,22;
   (103) Bélgica;46.854;-19,51;161.568;-3,28;
   (110) Francia;146.368;20,92;426.029;3,78;
   (115) Italia;187.714;2,16;391.861;-2,14;
   (121) Países Bajos;125.507;20,57;422.188;10,64;
   (125) Reino Unido;663.441;-3,30;2.114.457;1,08;
   (126) Alemania;627.704;-1,22;2.658.360;0,98;
   (132) Suiza;89.545;-21,08;289.799;-14,01;
   (154) Rusia;...;...;...;...;
   Países nórdicos;174.794;-19,51;490.136;-20,43;
   Resto de Europa;182.432;-17,85;646.061;4,01;
   Resto del mundo;76.129;-7,50;242.356;23,60;
2019M06;;;;;
   TOTAL (1+2);2.403.572;-1,96;6.695.035;1,84;
   1. ESPAÑA (otras ccaa);338.243;2,43;1.154.895;1,59;
   2. EXTRANJERO;2.065.329;-2,64;5.540.139;1,89;
   (103) Bélgica;46.143;11,33;114.714;5,39;
   (110) Francia;99.741;-7,09;279.662;-3,38;
   (115) Italia;101.430;-12,17;204.147;-5,79;
   (121) Países Bajos;108.133;1,80;296.681;6,91;
   (125) Reino Unido;616.992;-1,21;1.451.016;3,22;
   (126) Alemania;652.897;3,74;2.030.657;1,67;
   (132) Suiza;77.692;-17,15;200.254;-10,42;
   (154) Rusia;...;...;17.812;171,22;
   Países nórdicos;121.554;-17,87;315.341;-20,93;
   Resto de Europa;162.753;-19,97;463.629;16,17;
   Resto del mundo;70.600;41,02;166.227;46,09;
2019M05;;;;;
   TOTAL (1+2);1.893.575;-1,61;4.291.463;4,10;
   1. ESPAÑA (otras ccaa);192.408;-11,13;816.653;1,24;
   2. EXTRANJERO;1.701.167;-0,41;3.474.810;4,79;
   (103) Bélgica;31.116;-7,44;68.571;1,74;
   (110) Francia;106.019;6,93;179.921;-1,20;
   (115) Italia;54.115;-0,10;102.717;1,49;
   (121) Países Bajos;96.049;-12,42;188.548;10,09;
   (125) Reino Unido;529.542;13,96;834.024;6,76;
   (126) Alemania;536.168;-12,30;1.377.760;0,72;
   (132) Suiza;39.401;-35,10;122.563;-5,56;
   (154) Rusia;...;...;10.417;119,38;
   Países nórdicos;100.029;-20,75;193.787;-22,73;
   Resto de Europa;161.677;40,48;300.876;53,72;
   Resto del mundo;41.343;32,74;95.627;50,08;
2019M04;;;;;
   TOTAL (1+2);1.299.477;13,52;2.397.888;9,10;
   1. ESPAÑA (otras ccaa);217.920;1,81;624.245;5,78;
   2. EXTRANJERO;1.081.557;16,21;1.773.643;10,32;
   (103) Bélgica;30.590;31,78;37.454;10,88;
   (110) Francia;54.735;-1,15;73.902;-10,91;
   (115) Italia;38.073;15,32;48.601;3,32;
   (121) Países Bajos;71.879;84,10;92.499;50,15;
   (125) Reino Unido;220.957;5,26;304.482;-3,81;
   (126) Alemania;447.365;12,96;841.593;11,26;
   (132) Suiza;56.221;39,71;83.162;20,39;
   (154) Rusia;...;...;4.708;91,22;
   Países nórdicos;53.512;-32,86;93.758;-24,74;
   Resto de Europa;79.646;97,16;139.199;72,61;
   Resto del mundo;26.470;97,92;54.284;66,65;
2019M03;;;;;
   TOTAL (1+2);532.220;-6,83;1.098.411;4,30;
   1. ESPAÑA (otras ccaa);166.407;-2,08;406.325;8,05;
   2. EXTRANJERO;365.813;-8,84;692.086;2,22;
   (103) Bélgica;3.785;-32,04;6.864;-35,03;
   (110) Francia;9.619;-21,07;19.167;-30,51;
   (115) Italia;5.375;32,43;10.529;-24,94;
   (121) Países Bajos;11.632;27,30;20.621;-8,61;
   (125) Reino Unido;42.834;-35,08;83.526;-21,67;
   (126) Alemania;213.742;-3,62;394.227;9,39;
   (132) Suiza;10.109;-31,45;26.941;-6,57;
   (154) Rusia;...;...;2.599;22,98;
   Países nórdicos;27.260;-2,63;40.246;-10,32;
   Resto de Europa;26.808;-5,59;59.553;47,96;
   Resto del mundo;13.863;33,51;27.815;44,87;
2019M02;;;;;
   TOTAL (1+2);299.417;16,26;566.191;17,50;
   1. ESPAÑA (otras ccaa);115.066;13,66;239.918;16,40;
   2. EXTRANJERO;184.351;17,94;326.273;18,32;
   (103) Bélgica;1.612;-37,51;3.079;-38,37;
   (110) Francia;4.685;-57,42;9.547;-37,97;
   (115) Italia;2.499;...;5.153;-48,30;
   (121) Países Bajos;5.111;-39,59;8.989;-33,05;
   (125) Reino Unido;21.641;5,67;40.691;0,10;
   (126) Alemania;110.542;37,79;180.485;30,21;
   (132) Suiza;6.798;-5,82;16.832;19,47;
   (154) Rusia;...;...;1.814;70,82;
   Países nórdicos;5.374;-45,16;12.986;-23,08;
   Resto de Europa;18.570;134,49;32.744;176,27;
   Resto del mundo;6.525;34,54;13.952;58,25;
2019M01;;;;;
   TOTAL (1+2);266.774;18,93;266.774;18,93;
   1. ESPAÑA (otras ccaa);124.852;19,04;124.852;19,04;
   2. EXTRANJERO;141.922;18,83;141.922;18,83;
   (103) Bélgica;1.467;-39,28;1.467;-39,28;
   (110) Francia;4.863;10,78;4.863;10,78;
   (115) Italia;...;...;...;...;
   (121) Países Bajos;3.878;-21,91;3.878;-21,91;
   (125) Reino Unido;19.050;-5,56;19.050;-5,56;
   (126) Alemania;69.944;19,79;69.944;19,79;
   (132) Suiza;10.034;46,05;10.034;46,05;
   (154) Rusia;...;...;...;...;
   Países nórdicos;7.612;7,48;7.612;7,48;
   Resto de Europa;...;...;...;...;
   Resto del mundo;7.427;87,25;7.427;87,25;
2018M12;;;;;
   TOTAL (1+2);294.943;49,57;16.561.348;1,35;
   1. ESPAÑA (otras ccaa);111.614;13,99;2.709.751;6,32;
   2. EXTRANJERO;183.329;84,67;13.851.598;0,43;
   (103) Bélgica;2.318;-9,88;261.872;9,25;
   (110) Francia;5.192;34,69;715.952;22,55;
   (115) Italia;4.125;-20,95;752.451;0,76;
   (121) Países Bajos;...;...;693.702;15,27;
   (125) Reino Unido;21.700;35,89;3.691.646;-1,51;
   (126) Alemania;97.218;98,23;4.662.224;-3,45;
   (132) Suiza;7.554;76,34;576.572;7,65;
   (154) Rusia;...;...;39.173;-15,21;
   Países nórdicos;7.546;9,13;975.539;-2,74;
   Resto de Europa;...;...;1.115.705;2,95;
   Resto del mundo;6.772;60,97;366.761;-2,06;
2018M11;;;;;
   TOTAL (1+2);307.630;6,71;16.266.405;0,76;
   1. ESPAÑA (otras ccaa);119.611;7,89;2.598.136;6,01;
   2. EXTRANJERO;188.018;5,97;13.668.269;-0,18;
   (103) Bélgica;2.160;-39,89;259.554;9,46;
   (110) Francia;6.306;70,48;710.761;22,47;
   (115) Italia;7.944;93,46;748.326;0,91;
   (121) Países Bajos;5.501;47,45;685.445;14,31;
   (125) Reino Unido;31.300;20,23;3.669.946;-1,67;
   (126) Alemania;96.660;5,22;4.565.005;-4,49;
   (132) Suiza;7.471;-12,58;569.018;7,10;
   (154) Rusia;...;...;37.737;-18,04;
   Países nórdicos;8.064;-50,37;967.993;-2,82;
   Resto de Europa;17.350;19,49;1.094.495;1,45;
   Resto del mundo;4.533;4,57;359.989;-2,78;
2018M10;;;;;
   TOTAL (1+2);1.471.882;4,28;15.958.775;0,65;
   1. ESPAÑA (otras ccaa);187.772;21,16;2.478.525;5,92;
   2. EXTRANJERO;1.284.111;2,19;13.480.250;-0,26;
   (103) Bélgica;14.819;-31,00;257.395;10,22;
   (110) Francia;59.975;49,21;704.455;22,16;
   (115) Italia;32.776;-4,09;740.382;0,40;
   (121) Países Bajos;68.916;25,06;679.943;14,10;
   (125) Reino Unido;329.412;0,49;3.638.647;-1,82;
   (126) Alemania;527.801;2,37;4.468.345;-4,68;
   (132) Suiza;75.512;24,86;561.547;7,42;
   (154) Rusia;...;...;37.007;-18,28;
   Países nórdicos;71.987;-23,11;959.929;-2,03;
   Resto de Europa;75.075;-5,90;1.077.145;1,21;
   Resto del mundo;23.698;-11,02;355.456;-2,86;
2018M09;;;;;
   TOTAL (1+2);2.323.331;2,55;14.486.893;0,30;
   1. ESPAÑA (otras ccaa);291.731;13,83;2.290.753;4,84;
   2. EXTRANJERO;2.031.600;1,11;12.196.140;-0,51;
   (103) Bélgica;36.469;1,63;242.575;14,39;
   (110) Francia;87.686;15,71;644.480;20,14;
   (115) Italia;115.103;29,48;707.606;0,62;
   (121) Países Bajos;100.377;26,49;611.028;12,99;
   (125) Reino Unido;539.125;-11,50;3.309.235;-2,05;
   (126) Alemania;677.642;1,47;3.940.544;-5,55;
   (132) Suiza;86.805;139,37;486.035;5,14;
   (154) Rusia;...;...;32.868;-24,60;
   Países nórdicos;147.675;-0,05;887.942;0,20;
   Resto de Europa;162.515;-20,53;1.002.070;1,78;
   Resto del mundo;69.591;24,70;331.757;-2,22;
2018M08;;;;;
   TOTAL (1+2);2.758.096;-1,78;12.163.562;-0,12;
   1. ESPAÑA (otras ccaa);460.627;1,02;1.999.022;3,65;
   2. EXTRANJERO;2.297.469;-2,33;10.164.540;-0,83;
   (103) Bélgica;39.052;-11,45;206.106;16,99;
   (110) Francia;146.296;2,25;556.793;20,87;
   (115) Italia;192.062;-13,75;592.503;-3,56;
   (121) Países Bajos;129.068;6,85;510.651;10,67;
   (125) Reino Unido;678.252;6,22;2.770.110;0,03;
   (126) Alemania;630.224;-5,94;3.262.902;-6,89;
   (132) Suiza;62.216;-16,33;399.230;-6,29;
   (154) Rusia;...;...;24.257;-31,79;
   Países nórdicos;124.292;-9,31;740.266;0,25;
   Resto de Europa;218.378;2,80;839.555;7,63;
   Resto del mundo;66.084;-6,87;262.167;-7,52;
2018M07;;;;;
   TOTAL (1+2);2.831.387;-1,77;9.405.466;0,38;
   1. ESPAÑA (otras ccaa);401.571;0,98;1.538.395;4,46;
   2. EXTRANJERO;2.429.816;-2,22;7.867.071;-0,39;
   (103) Bélgica;58.209;7,85;167.054;26,49;
   (110) Francia;121.047;3,34;410.497;29,25;
   (115) Italia;183.742;7,40;400.441;2,23;
   (121) Países Bajos;104.090;-3,76;381.583;12,02;
   (125) Reino Unido;686.093;-0,15;2.091.858;-1,82;
   (126) Alemania;635.472;-9,69;2.632.679;-7,12;
   (132) Suiza;113.458;-8,49;337.014;-4,16;
   (154) Rusia;...;...;12.712;-26,76;
   Países nórdicos;217.175;-2,22;615.974;2,43;
   Resto de Europa;222.084;9,09;621.177;9,44;
   Resto del mundo;82.301;-0,56;196.083;-7,74;
2018M06;;;;;
   TOTAL (1+2);2.451.638;2,03;6.574.079;1,33;
   1. ESPAÑA (otras ccaa);330.204;9,61;1.136.824;5,74;
   2. EXTRANJERO;2.121.434;0,95;5.437.255;0,45;
   (103) Bélgica;41.447;94,47;108.845;39,36;
   (110) Francia;107.351;45,84;289.450;44,39;
   (115) Italia;115.488;-8,19;216.699;-1,77;
   (121) Países Bajos;106.222;48,71;277.493;19,36;
   (125) Reino Unido;624.543;0,34;1.405.766;-2,62;
   (126) Alemania;629.360;-16,85;1.997.207;-6,26;
   (132) Suiza;93.772;6,32;223.556;-1,81;
   (154) Rusia;...;...;6.567;9,06;
   Países nórdicos;148.007;9,60;398.799;5,15;
   Resto de Europa;203.361;38,92;399.093;9,64;
   Resto del mundo;50.063;-12,64;113.781;-12,32;
2018M05;;;;;
   TOTAL (1+2);1.924.611;0,67;4.122.441;0,92;
   1. ESPAÑA (otras ccaa);216.510;11,40;806.620;4,24;
   2. EXTRANJERO;1.708.101;-0,54;3.315.821;0,14;
   (103) Bélgica;33.619;36,13;67.398;18,68;
   (110) Francia;99.146;30,53;182.099;43,55;
   (115) Italia;54.170;-7,13;101.211;6,74;
   (121) Países Bajos;109.664;3,58;171.270;6,35;
   (125) Reino Unido;464.664;-14,90;781.222;-4,86;
   (126) Alemania;611.396;2,60;1.367.847;-0,43;
   (132) Suiza;60.707;24,01;129.784;-6,95;
   (154) Rusia;...;...;...;...;
   Países nórdicos;126.217;-3,30;250.792;2,68;
   Resto de Europa;115.086;19,07;195.732;-10,06;
   Resto del mundo;31.145;-5,18;63.719;-12,06;
2018M04;;;;;
   TOTAL (1+2);1.144.727;-7,12;2.197.830;1,13;
   1. ESPAÑA (otras ccaa);214.048;-8,54;590.110;1,84;
   2. EXTRANJERO;930.679;-6,79;1.607.720;0,87;
   (103) Bélgica;23.213;1,77;33.779;5,25;
   (110) Francia;55.373;48,58;82.953;62,98;
   (115) Italia;33.014;20,09;47.041;28,90;
   (121) Países Bajos;39.043;10,81;61.606;11,66;
   (125) Reino Unido;209.923;8,15;316.558;15,07;
   (126) Alemania;396.055;-12,97;756.450;-2,76;
   (132) Suiza;40.240;-25,74;69.076;-23,69;
   (154) Rusia;...;...;...;...;
   Países nórdicos;79.698;8,13;124.575;9,55;
   Resto de Europa;40.397;-52,27;80.645;-33,33;
   Resto del mundo;13.374;-2,14;32.573;-17,77;
2018M03;;;;;
   TOTAL (1+2);571.232;18,74;1.053.103;11,94;
   1. ESPAÑA (otras ccaa);169.939;9,20;376.062;8,87;
   2. EXTRANJERO;401.293;23,31;677.041;13,72;
   (103) Bélgica;5.570;25,22;10.566;13,78;
   (110) Francia;12.187;55,77;27.580;102,37;
   (115) Italia;4.059;-20,66;14.026;55,81;
   (121) Países Bajos;9.137;-20,65;22.564;13,15;
   (125) Reino Unido;65.985;49,54;106.635;31,63;
   (126) Alemania;221.780;23,60;360.395;11,65;
   (132) Suiza;14.747;-30,32;28.836;-20,64;
   (154) Rusia;...;...;...;...;
   Países nórdicos;27.996;4,54;44.877;12,16;
   Resto de Europa;28.397;86,83;40.249;10,83;
   Resto del mundo;10.384;7,62;19.200;-26,00;
2018M02;;;;;
   TOTAL (1+2);257.551;0,92;481.871;4,81;
   1. ESPAÑA (otras ccaa);101.240;9,52;206.123;8,60;
   2. EXTRANJERO;156.311;-3,97;275.748;2,16;
   (103) Bélgica;2.579;0,95;4.995;3,27;
   (110) Francia;11.003;200,51;15.393;165,17;
   (115) Italia;...;...;9.967;156,49;
   (121) Países Bajos;8.461;252,38;13.426;59,36;
   (125) Reino Unido;20.479;-20,27;40.650;10,21;
   (126) Alemania;80.225;-14,65;138.615;-3,30;
   (132) Suiza;7.219;-8,20;14.089;-7,13;
   (154) Rusia;...;...;...;...;
   Países nórdicos;9.800;27,27;16.882;27,58;
   Resto de Europa;7.919;-27,75;11.852;-43,87;
   Resto del mundo;4.850;-19,01;8.816;-45,90;
2018M01;;;;;
   TOTAL (1+2);224.320;9,68;224.320;9,68;
   1. ESPAÑA (otras ccaa);104.883;7,72;104.883;7,72;
   2. EXTRANJERO;119.437;11,46;119.437;11,46;
   (103) Bélgica;2.416;5,86;2.416;5,86;
   (110) Francia;4.389;104,81;4.389;104,81;
   (115) Italia;...;...;...;...;
   (121) Países Bajos;4.965;-17,57;4.965;-17,57;
   (125) Reino Unido;20.171;80,15;20.171;80,15;
   (126) Alemania;58.389;18,30;58.389;18,30;
   (132) Suiza;6.870;-5,98;6.870;-5,98;
   (154) Rusia;...;...;...;...;
   Países nórdicos;7.082;28,02;7.082;28,02;
   Resto de Europa;...;...;...;...;
   Resto del mundo;3.966;-61,53;3.966;-61,53;
2017M12;;;;;
   TOTAL (1+2);197.190;11,61;16.341.032;6,32;
   1. ESPAÑA (otras ccaa);97.914;29,98;2.548.736;7,43;
   2. EXTRANJERO;99.275;-2,04;13.792.296;6,11;
   (103) Bélgica;2.572;138,79;239.700;5,71;
   (110) Francia;3.854;-13,59;584.200;-7,88;
   (115) Italia;5.218;60,25;746.773;8,86;
   (121) Países Bajos;2.170;-68,67;601.800;-4,25;
   (125) Reino Unido;15.968;-8,89;3.748.207;3,16;
   (126) Alemania;49.042;11,58;4.828.683;4,61;
   (132) Suiza;4.284;-39,05;535.588;10,33;
   (154) Rusia;...;...;46.198;-39,23;
   Países nórdicos;6.914;3,06;1.002.971;22,94;
   Resto de Europa;4.888;-19,15;1.083.704;17,95;
   Resto del mundo;4.207;17,74;374.472;35,19;
2017M11;;;;;
   TOTAL (1+2);288.288;18,85;16.143.842;6,26;
   1. ESPAÑA (otras ccaa);110.863;23,33;2.450.821;6,69;
   2. EXTRANJERO;177.426;16,22;13.693.021;6,18;
   (103) Bélgica;3.593;47,43;237.128;5,07;
   (110) Francia;3.699;20,07;580.346;-7,83;
   (115) Italia;4.106;228,01;741.555;8,62;
   (121) Países Bajos;3.731;-63,78;599.630;-3,53;
   (125) Reino Unido;26.032;36,82;3.732.239;3,22;
   (126) Alemania;91.861;17,35;4.779.641;4,55;
   (132) Suiza;8.546;13,93;531.304;11,05;
   (154) Rusia;756;-60,62;46.040;-38,81;
   Países nórdicos;16.247;50,60;996.056;23,10;
   Resto de Europa;14.520;12,45;1.078.816;18,20;
   Resto del mundo;4.335;-16,18;370.265;35,42;
2017M10;;;;;
   TOTAL (1+2);1.411.524;2,92;15.855.554;6,05;
   1. ESPAÑA (otras ccaa);154.981;20,06;2.339.959;6,02;
   2. EXTRANJERO;1.256.543;1,13;13.515.595;6,06;
   (103) Bélgica;21.476;13,40;233.536;4,61;
   (110) Francia;40.196;-29,38;576.646;-7,97;
   (115) Italia;34.173;13,60;737.449;8,21;
   (121) Países Bajos;55.105;-1,73;595.899;-2,52;
   (125) Reino Unido;327.804;11,72;3.706.206;3,04;
   (126) Alemania;515.589;-6,79;4.687.780;4,32;
   (132) Suiza;60.475;37,91;522.759;11,01;
   (154) Rusia;1.692;...;45.284;-38,24;
   Países nórdicos;93.620;17,29;979.809;22,73;
   Resto de Europa;79.781;-13,13;1.064.296;18,28;
   Resto del mundo;26.632;52,64;365.930;36,41;
2017M09;;;;;
   TOTAL (1+2);2.265.572;5,83;14.444.030;6,37;
   1. ESPAÑA (otras ccaa);256.284;-8,23;2.184.977;5,14;
   2. EXTRANJERO;2.009.288;7,94;12.259.052;6,59;
   (103) Bélgica;35.885;13,55;212.060;3,79;
   (110) Francia;75.781;4,11;536.451;-5,83;
   (115) Italia;88.899;-0,75;703.276;7,97;
   (121) Países Bajos;79.359;10,70;540.794;-2,60;
   (125) Reino Unido;609.153;5,57;3.378.402;2,27;
   (126) Alemania;667.850;4,70;4.172.191;5,88;
   (132) Suiza;36.264;-43,92;462.284;8,24;
   (154) Rusia;8.031;-25,39;43.592;-39,77;
   Países nórdicos;147.754;35,37;886.189;23,33;
   Resto de Europa;204.507;25,42;984.515;21,85;
   Resto del mundo;55.805;68,05;339.298;35,28;
2017M08;;;;;
   TOTAL (1+2);2.808.160;2,95;12.178.458;6,47;
   1. ESPAÑA (otras ccaa);455.962;4,78;1.928.693;7,22;
   2. EXTRANJERO;2.352.198;2,61;10.249.765;6,33;
   (103) Bélgica;44.101;17,99;176.175;2,01;
   (110) Francia;143.078;7,04;460.670;-7,29;
   (115) Italia;222.689;-0,68;614.377;9,36;
   (121) Países Bajos;120.797;-7,33;461.435;-4,57;
   (125) Reino Unido;638.530;-6,08;2.769.249;1,57;
   (126) Alemania;669.998;-2,01;3.504.341;6,11;
   (132) Suiza;74.361;0,85;426.020;17,55;
   (154) Rusia;18.205;8,76;35.561;-42,28;
   Países nórdicos;137.046;5,10;738.435;21,18;
   Resto de Europa;212.435;78,63;780.008;20,95;
   Resto del mundo;70.958;11,89;283.493;30,28;
2017M07;;;;;
   TOTAL (1+2);2.882.546;4,61;9.370.297;7,57;
   1. ESPAÑA (otras ccaa);397.666;0,44;1.472.731;8,00;
   2. EXTRANJERO;2.484.880;5,31;7.897.567;7,49;
   (103) Bélgica;53.970;-8,15;132.074;-2,40;
